# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Hey, koca köpek.
line:0eb37f1a	You can stay here if you want.	İstersen burada kalabilirsin.
line:ecc04e16	You decide!	Sen karar ver!
line:19698f13	You didn't even open the watermelon.	Karpuzu kesmedin bile.
line:7e8c1ae2	You do know how to use your hands pretty well.	Ellerini kullanmayı gayet iyi biliyorsun.
line:7023b6b4	You don't deserve that.	Böyle davranılmayı hak etmiyorsun.
line:c0cc0f2d	You got a medkit?	İlk yardım çantan var mı?
line:c2b3c28a	you know about getting back into the dating scene...	hani yeniden birileriyle çıkmaya başlamak...
line:512df07c	You know what that means.	Bunun ne anlama geldiğini biliyorsun.
line:e613cbe3	You know what that means...	Bunun ne anlama geldiğini biliyorsun...
line:73e4789c	You know... This environment is rather pleasant. Very... proletarian.	Biliyor musunuz... Buranın ortamı epey hoş. Çok... proleter.
line:404b17ef	You look good this clean!	Böyle temizken iyi görünüyorsun!
line:780c151c	You needn't worry. The washer's union is... More powerful than I.	Endişelenmeyin. Yıkayıcılar sendikası... Benden daha güçlü.
line:3fab049a	You probably shouldn't.	Denemesen iyi olur.
line:0bc044da	You ready for this?	Buna hazır mısın?
line:f0a0565a	You ready to go back in to the club?	Kulübe dönmeye hazır mısın?
line:c0e34d36	You really ate that entire thing... Woah.	Gerçekten hepsini yedin... Vay.
line:82cf49aa	You seemed to enjoy yourself.	Keyfin yerinde gibiydi.
line:ba66095e	You set a good example.	İyi bir örnek oluyorsunuz.
line:6c2a1901	You should be all clean!	Artık tertemiz olmalısın!
line:36779352	You should be.	Öyle olmalısın.
line:86154a64	You should feel it and check for me	Dokunup benim için kontrol etmelisin.
line:20503ab0	You sure? It's not like... fun stuff.	Emin misin? Pek... eğlenceli bir konu değil.
line:0a0d6bc0	You too! I'll go get the gate.	Ben de! Gidip kapıyı açayım.
line:e3106999	You too. Thanks for the wash.	Ben de seni görünce seviniyorum. Yıkama için sağ ol.
line:fc97aa74	You too. Thanks for the wash.	Ben de seni görünce seviniyorum. Yıkama için sağ ol.
line:5e4d645c	You two are really cute together...	Birlikte çok tatlısınız...
line:b76a2a43	You were really going at it.	Gerçekten kendini kaptırmıştın.
line:83aa1a23	You work at a college?	Bir yüksekokulda mı çalışıyorsunuz?
line:85fa0d03	You'd need a dragon stomach first!	Önce bir ejderha midesine ihtiyacın var!
line:ebd2af6b	You'll have to give me all the Ryan details soon.	Yakında bütün Ryan ayrıntılarını anlatmalısın.
line:6c71dd83	You'll have to tell me all about it.	Bana hepsini anlatmalısın.
line:91ab30f5	You'll have to tell me how you two work out!	İkinizin arasında nasıl gittiğini anlatmalısın!
line:ffeff59b	You'll have to tell me more inside.	İçeride daha fazlasını anlatmalısın.
line:5eb243c2	You'll like it.	Hoşuna gider.
line:6acf7c77	You'll need to let them in afterwards of course.	Sonra da elbette onu içeri alman gerekiyor.
line:6b63d2d8	You'll take care of everything?	Her şeyle siz mi ilgileneceksiniz?
line:f2527ed7	You're <i>spotless.	<i>Tertemizsin.
line:23ae97e6	You're a big deal	Sen önemli birisin.
line:323e546b	You're a good friend too, I'll go get the gate.	Sen de iyi bir arkadaşsın. Gidip kapıyı açayım.
line:44e97be7	You're always welcome here, Ryan.	Burada her zaman yerin var, Ryan.
line:09e5bf43	You're cute by the way.	Bu arada çok tatlısın.
line:277d8257	You're fine. Thank you.	Bir şey yapmadın. Sağ ol.
line:8c269acb	You're going to love it.	Bayılacaksın.
line:173782fa	You're good at it.	İyi yapıyorsunuz.
line:1dca8fa0	You're just a very comfortable person to be around.	Sadece senin yanında insan kendini çok rahat hissediyor.
line:42124159	You're just a very comfortable person to be around.	Sadece senin yanında insan kendini çok rahat hissediyor.
line:d3b6d22a	You're kind. It's more than I deserve.	Çok iyisin. Hak ettiğimden daha iyi.
line:ca72bf2d	You're okay. You're clearly going through a lot.	Sorun değil. Belli ki çok şey yaşıyorsun.
line:68887509	You're one of my favorite clients!	En sevdiğim müşterilerimden birisin!
line:c4cc497f	You're pretty hot.	Çok seksisin.
line:b6603dc7	You're right. I shouldn't pry.	Haklısın. Burnumu sokmamalıyım.
line:31ab814e	You're right... Theres no way you could.	Haklısın... Bunu bilmenin bir yolu yok.
line:470cd652	You're the first person I've met who's only expectation is for me to be...	Benden yalnızca tek bir şey bekleyen, tanıdığım ilk kişisiniz...
line:f718a7eb	You're the professor here. Must be correct.	Profesör olan sizsiniz. Haklısınızdır.
line:15f55959	You're very sweet.	Çok tatlısın.
line:bc6cc4d2	You're very sweet.	Çok naziksiniz.
line:6289a322	You're very welcome.	Ne demek.
line:39ddd682	You're...	Siz...
line:6e94f373	You're... cool.	Sen... iyisin.
line:61c96494	You're... Not that dirty.	O kadar da... kirli değilsiniz.
line:8bab3246	You're... very forward.	Çok... açık sözlüsün.
line:3bbab759	You've gotta keep me updated on you and Ryan, yeah?	Ryan'la aranızda neler oluyor, haber vermeyi unutma, tamam mı?
line:a5a8a9d5	Your crest is cool. What is it?	Armanız çok hoş. Nedir o?
line:3890b91c	Your date with Ryan.	Ryan'la randevun.
line:82109412	Your secret's safe with me.	Sırrın bende güvende.
line:ed8e7994	Yours doesn't. It's nice.	Sizinkinde yok. Bu hoş.
line:016a65e8	Yuh, that's me.	Evet, benim.
line:38eb6d26	Yup!	Aynen!
line:7ac62718	Yup. I like it.	Aynen. Hoşuma gidiyor.
