# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Salut, gros toutou.
line:1dca8fa0	You're just a very comfortable person to be around.	C'est juste qu'on se sent vraiment à l'aise avec toi.
line:42124159	You're just a very comfortable person to be around.	C'est juste qu'on se sent vraiment à l'aise avec toi.
line:d3b6d22a	You're kind. It's more than I deserve.	T'es gentil. C'est plus que je mérite.
line:ca72bf2d	You're okay. You're clearly going through a lot.	Ça va. Tu traverses clairement une sale période.
line:68887509	You're one of my favorite clients!	Tu es l'un de mes clients préférés !
line:c4cc497f	You're pretty hot.	T'es plutôt sexy.
line:b6603dc7	You're right. I shouldn't pry.	Tu as raison. Je ne devrais pas m'en mêler.
line:31ab814e	You're right... Theres no way you could.	Tu as raison... Tu ne pourrais pas savoir.
line:470cd652	You're the first person I've met who's only expectation is for me to be...	Vous êtes la première personne que je rencontre qui attende seulement de moi que je sois...
line:f718a7eb	You're the professor here. Must be correct.	C'est vous le professeur. Vous devez avoir raison.
line:15f55959	You're very sweet.	Tu es adorable.
line:bc6cc4d2	You're very sweet.	Vous êtes adorable.
line:6289a322	You're very welcome.	Avec grand plaisir.
line:39ddd682	You're...	Vous êtes...
line:6e94f373	You're... cool.	T'es... chouette.
line:61c96494	You're... Not that dirty.	Vous n'êtes... pas si sale.
line:8bab3246	You're... very forward.	Tu es... très direct.
line:3bbab759	You've gotta keep me updated on you and Ryan, yeah?	Tiens-moi au courant pour toi et Ryan, hein ?
line:a5a8a9d5	Your crest is cool. What is it?	Votre emblème est joli. Qu'est-ce que c'est ?
line:3890b91c	Your date with Ryan.	Ton rendez-vous avec Ryan.
line:82109412	Your secret's safe with me.	Ton secret est bien gardé.
line:ed8e7994	Yours doesn't. It's nice.	Pas le vôtre. C'est agréable.
line:016a65e8	Yuh, that's me.	Ouais, c'est moi.
line:38eb6d26	Yup!	Oui !
line:7ac62718	Yup. I like it.	Oui. Ça me plaît.
