# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Hey, großer Hund.
line:3d6b2203	You again?	Du schon wieder?
line:81416c72	You already are, whats up?	Tust du schon. Was gibt's?
line:6fbc3c1b	You also do <i>special endings</i> here, yeah?	Gibt's hier auch ein <i>besonderes Happy End</i>?
line:e553c773	You also introduced me to Conrad.	Und du hast mich Conrad vorgestellt.
line:feb8727e	You always make me feel welcomed.	Bei dir fühle ich mich immer willkommen.
line:563d71ba	You are too!	Du auch!
line:4efafbb0	You are very skilled with your hands	Sie sind sehr geschickt mit Ihren Händen.
line:0dd63830	You brought food in?	Du hast Essen mitgebracht?
line:38043f6c	You can act however you like around me.	Bei mir können Sie sein, wie Sie möchten.
line:3fbd01fb	You can come in whenever!	Du kannst jederzeit kommen!
line:0eb37f1a	You can stay here if you want.	Du kannst hierbleiben, wenn du möchtest.
line:ecc04e16	You decide!	Entscheide du!
line:19698f13	You didn't even open the watermelon.	Du hast die Wassermelone nicht mal aufgemacht.
line:7e8c1ae2	You do know how to use your hands pretty well.	Du weißt schließlich, wie du deine Hände einsetzen musst.
line:7023b6b4	You don't deserve that.	Das hast du nicht verdient.
line:c0cc0f2d	You got a medkit?	Hast du einen Verbandskasten?
line:c2b3c28a	you know about getting back into the dating scene...	du weißt schon, darüber, wieder Dates zu haben...
line:512df07c	You know what that means.	Du weißt, was das heißt.
line:e613cbe3	You know what that means...	Du weißt, was das bedeutet...
line:73e4789c	You know... This environment is rather pleasant. Very... proletarian.	Wissen Sie... Hier herrscht ein recht angenehmes Ambiente. Sehr... proletarisch.
line:404b17ef	You look good this clean!	So sauber siehst du gut aus!
line:780c151c	You needn't worry. The washer's union is... More powerful than I.	Keine Sorge. Die Wäschergewerkschaft ist... mächtiger als ich.
line:3fab049a	You probably shouldn't.	Lieber nicht.
line:0bc044da	You ready for this?	Bist du bereit dafür?
line:f0a0565a	You ready to go back in to the club?	Willst du wieder rein in den Club?
line:c0e34d36	You really ate that entire thing... Woah.	Du hast das wirklich komplett gegessen... Wow.
line:82cf49aa	You seemed to enjoy yourself.	Hat dir offenbar gefallen.
line:ba66095e	You set a good example.	Sie sind ein gutes Vorbild.
line:6c2a1901	You should be all clean!	Jetzt müsstest du ganz sauber sein!
line:36779352	You should be.	Das solltest du auch.
line:86154a64	You should feel it and check for me	Fass ihn doch mal an und prüf's für mich.
line:20503ab0	You sure? It's not like... fun stuff.	Bist du sicher? Das ist nicht gerade... unterhaltsam.
line:0a0d6bc0	You too! I'll go get the gate.	Ich mich auch! Ich mache das Tor auf.
line:e3106999	You too. Thanks for the wash.	Ich dich auch. Danke für die Wäsche.
line:fc97aa74	You too. Thanks for the wash.	Ich dich auch. Danke für die Wäsche.
line:5e4d645c	You two are really cute together...	Ihr seid wirklich süß zusammen...
line:b76a2a43	You were really going at it.	Du hast dich richtig ausgetobt.
line:83aa1a23	You work at a college?	Sie arbeiten an einer Hochschule?
line:85fa0d03	You'd need a dragon stomach first!	Dazu bräuchtest du erst einen Drachenmagen!
line:ebd2af6b	You'll have to give me all the Ryan details soon.	Du musst mir bald alles über Ryan erzählen.
line:6c71dd83	You'll have to tell me all about it.	Du musst mir alles erzählen.
line:91ab30f5	You'll have to tell me how you two work out!	Du musst mir erzählen, wie es mit euch weitergeht!
line:ffeff59b	You'll have to tell me more inside.	Drinnen musst du mir mehr erzählen.
line:5eb243c2	You'll like it.	Das wird dir gefallen.
line:6acf7c77	You'll need to let them in afterwards of course.	Anschließend müssen Sie ihn natürlich hereinlassen.
line:6b63d2d8	You'll take care of everything?	Sie kümmern sich um alles?
line:f2527ed7	You're <i>spotless.	Du bist <i>blitzblank.
line:23ae97e6	You're a big deal	Du bist eine große Nummer.
line:323e546b	You're a good friend too, I'll go get the gate.	Du bist auch ein guter Freund. Ich öffne das Tor.
line:44e97be7	You're always welcome here, Ryan.	Du bist hier immer willkommen, Ryan.
line:09e5bf43	You're cute by the way.	Du bist übrigens süß.
line:277d8257	You're fine. Thank you.	Nein, schon gut. Danke dir.
line:8c269acb	You're going to love it.	Du wirst es lieben.
line:173782fa	You're good at it.	Und das machen Sie gut.
line:1dca8fa0	You're just a very comfortable person to be around.	Bei dir fühle ich mich einfach sehr wohl.
line:42124159	You're just a very comfortable person to be around.	Bei dir fühle ich mich einfach sehr wohl.
line:d3b6d22a	You're kind. It's more than I deserve.	Du bist nett. Netter, als ich's verdiene.
line:ca72bf2d	You're okay. You're clearly going through a lot.	Schon gut. Du machst offensichtlich gerade viel durch.
line:68887509	You're one of my favorite clients!	Du gehörst zu meinen liebsten Kunden!
line:c4cc497f	You're pretty hot.	Du bist ziemlich heiß.
line:b6603dc7	You're right. I shouldn't pry.	Du hast recht. Ich sollte nicht nachbohren.
line:31ab814e	You're right... Theres no way you could.	Du hast recht... Wie solltest du das auch wissen.
line:470cd652	You're the first person I've met who's only expectation is for me to be...	Sie sind der Erste, der von mir nur erwartet, dass ich...
line:f718a7eb	You're the professor here. Must be correct.	Sie sind hier der Professor. Sie werden es wissen.
line:15f55959	You're very sweet.	Das ist sehr lieb von dir.
line:bc6cc4d2	You're very sweet.	Sie sind wirklich sehr lieb.
line:6289a322	You're very welcome.	Sehr gerne.
line:39ddd682	You're...	Sie sind...
line:6e94f373	You're... cool.	Du bist... toll.
line:61c96494	You're... Not that dirty.	So... schmutzig sind Sie gar nicht.
line:8bab3246	You're... very forward.	Du bist... sehr direkt.
line:3bbab759	You've gotta keep me updated on you and Ryan, yeah?	Du musst mich über dich und Ryan auf dem Laufenden halten, ja?
line:a5a8a9d5	Your crest is cool. What is it?	Ihr Wappen sieht toll aus. Was ist das genau?
line:3890b91c	Your date with Ryan.	Dein Date mit Ryan.
line:82109412	Your secret's safe with me.	Dein Geheimnis bleibt bei mir.
line:ed8e7994	Yours doesn't. It's nice.	Ihrer nicht. Das tut gut.
line:016a65e8	Yuh, that's me.	Ja, der bin ich.
line:38eb6d26	Yup!	Jep!
line:7ac62718	Yup. I like it.	Jep. Das mag ich.
