# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	ไง เจ้าหมาตัวโต
line:ed5c40ca	I'm happy for you!	ดีใจด้วยนะ!
line:79099951	I'm happy to be here too.	ผมก็ดีใจที่ได้มาที่นี่
line:99fd9b51	I'm happy to give you a place you can relax.	ดีใจที่ให้คุณมีที่ผ่อนคลายได้
line:5d36d5c8	I'm happy to have met you.	ดีใจที่ได้รู้จักคุณ
line:ce21622a	I'm happy to hear that.	ดีใจที่ได้ยินนะ
line:69963a6c	I'm happy you feel comfy here.	ดีใจที่คุณสบายใจที่นี่
line:38388248	I'm here for a wash.	ผมมาอาบน้ำ
line:a6974256	I'm here if you need someone to talk to.	ผมอยู่นี่ ถ้าคุณต้องการคนคุยด้วย
line:6690512d	I'm impressed.	ฉันประทับใจนะ
line:2e424b13	I'm in need of another wash.	ผมต้องอาบน้ำอีกแล้ว
line:ef91a572	I'm Jealous!	ฉันอิจฉา!
line:a79b8639	I'm just happy I don't feel judged here.	ผมแค่ดีใจที่อยู่ที่นี่แล้วไม่ถูกตัดสิน
line:8076eb95	I'm just here for a wash though.	แต่ฉันแค่มาอาบน้ำ
line:c2caa0b7	I'm just here to bring you food!	ผมแค่เอาอาหารมาให้คุณ!
line:ec6c7823	I'm just... Happy.	ผมแค่... มีความสุข
line:ed4b0d48	I'm kind of excited.	ผมตื่นเต้นนิดหน่อย
line:266c652e	I'm looking forward to seeing you again	ผมรอที่จะได้เจอคุณอีก
line:e91e2041	I'm not <i>that</i> little-	ผมไม่ได้เล็ก<i>ขนาดนั้น</i>...
line:cf05a364	I'm not certain why I suddenly understand your 'Yips'	ไม่แน่ใจว่าทำไมอยู่ๆ ถึงเข้าใจเสียง “ยิป” ของคุณ
line:dcc4774b	I'm not too sure. It was on sale at WingCo.	ก็ไม่ค่อยแน่ใจ มันลดราคาที่ WingCo
line:5b31909a	I'm only doing what I think is right.	ผมแค่ทำสิ่งที่คิดว่าถูก
line:7fe349d7	I'm profoundly embarrassed by this whole ordeal.	เรื่องทั้งหมดนี้ทำให้ผมอับอายอย่างมาก
line:cfaffc52	I'm pumped.	ฉันตื่นเต้นมาก
line:c0a140f8	I'm really fond of letting folks ride on my back.	ผมชอบให้คนอื่นขี่หลังมาก
line:1a5e6184	I'm really looking forward to this.	ผมตั้งตารอจริงๆ
line:8b43a434	I'm really sorry you got hurt. Who did this?	เสียใจจริงๆ ที่คุณเจ็บ ใครทำ?
line:69ffe957	I'm so excited about this date!	ผมตื่นเต้นกับเดตนี้มาก!
line:e6290003	I'm so excited. I'll get you two in contact!	ตื่นเต้นจัง ผมจะแนะนำให้รู้จักกัน!
line:e8611ad0	I'm sorry for dumping that all on you earlier.	ขอโทษที่เมื่อกี้เอาเรื่องทั้งหมดมาระบายใส่คุณ
line:e613b1c3	I'm sorry I snapped at you earlier.	ขอโทษที่เมื่อกี้ใส่อารมณ์กับนาย
line:de208e68	I'm sorry you got hurt...	เสียใจด้วยที่คุณบาดเจ็บ...
line:4843bb47	I'm still very muddy, if you could soap me up that'd be great.	ยังมีโคลนเยอะเลย ถ้าถูสบู่ให้จะดีมาก
line:51d4e418	I'm such an idiot.	ฉันมันโง่จริงๆ
line:32114891	I'm sure nobody will know...	มั่นใจว่าไม่มีใครรู้...
line:17a05c96	I'm sure we'll figure something out! just meet me at the pier!	เราต้องคิดอะไรได้แน่ มาเจอกันที่ท่าเรือก็พอ!
line:8136ef1a	I'm surprised how nice it is.	ไม่คิดว่าจะสบายขนาดนี้
line:722c6ab2	I'm thinking a date soon.	คิดว่าจะไปเดตเร็วๆ นี้
line:3471e9b1	I'm trying my best.	ฉันพยายามเต็มที่
line:01492e5e	I'm trying not to be pushy.	ฉันพยายามไม่บังคับใคร
line:4d6cd625	I'm trying to get away from the house for a bit.	อยากออกห่างจากบ้านสักพัก
line:c1ef777a	I'm unsure why speaking with you is so easy.	ไม่รู้ทำไมคุยกับคุณถึงง่ายนัก
line:822c0718	I'm very excited.	ผมตื่นเต้นมาก
line:ddab3d34	I'm very satisfied with these results..	ผมพอใจผลลัพธ์มาก...
line:03eb977c	I'm well aware. A deep clean has a distinct feel!	ผมรู้ดี การทำความสะอาดอย่างล้ำลึกให้ความรู้สึกต่างออกไป!
line:f9193c0d	I'm willing to do it. But I'd like something new.	ผมพร้อมจะจัดการนะ แต่ก็อยากมีอะไรใหม่ๆ
line:63981253	I'm... Happy.	ผม... มีความสุข
line:f80bd44b	I'm... not certain I'd like to use this today.	ผม... ไม่แน่ใจว่าวันนี้อยากใช้นี่ไหม
line:d422462e	I'm... not sure I can answer that for you.	ผม... ไม่แน่ใจว่าจะตอบแทนคุณได้
line:8f107933	I'm... Rather close now	ผม... ใกล้แล้ว
line:24c52c54	I'm... wondering...	ผม... สงสัยว่า...
line:6bbd7f1d	I've always hated the rain.	ผมเกลียดฝนมาตลอด
line:b4353808	I've always loved giving my biped friends rides...	ผมชอบให้เพื่อนสองขาขี่หลังมาตลอด...
line:9541fceb	I've been considering asking you this for a while now.	ผมคิดว่าจะชวนคุณแบบนี้มาสักพักแล้ว
line:505154a4	I've been thinking...	ผมคิดว่า...
line:58b4f5fb	I've been told it's polite to talk to smaller folk face to face.	มีคนบอกว่าคุยกับคนตัวเล็กกว่าแบบต่อหน้าถึงจะสุภาพ
line:2c560e29	I've been trying to get into the social sciences aswell.	ผมกำลังพยายามศึกษาสังคมศาสตร์ด้วย
line:b4a29141	I've got a guy who can drop a gift by tomorrow that would spruce things up.	ฉันรู้จักคนที่จะเอาของขวัญมาส่งพรุ่งนี้ ช่วยให้ที่นี่ดีขึ้น
line:212f0021	I've had a lot of free time lately.	ช่วงนี้มีเวลาว่างเยอะ
line:701b9feb	I've had a lot of free time lately.	ช่วงนี้มีเวลาว่างเยอะ
line:79da763f	I've had a lot of free time lately.	ช่วงนี้มีเวลาว่างเยอะ
line:3c4443fd	I've seen bigger	ผมเคยเห็นใหญ่กว่านี้
line:d7a90078	I...	ผม...
line:393d0e05	I... hm.	ผม... อืม
line:0da5609b	I... Know this is unprompted.	ผม... รู้ว่านี่พูดขึ้นมาลอยๆ
line:5cfb94b9	If a relationship is <i>so</i> bumpy and you know its going to end.	ถ้าความสัมพันธ์มีปัญหา<i>ขนาดนั้น</i> และรู้ว่ามันต้องจบ
line:b2f52b23	If I could uhm...	ถ้าผมจะ เอ่อ...
line:b4990e3d	If I'm honest. I've had a crush on you for a bit.	พูดจริงๆ ผมแอบชอบคุณมาสักพักแล้ว
line:7c13c28e	If only.	ถ้ามีล่ะนะ
line:a56c5621	If someone like Ryan is interested, you're doing great.	ถ้าคนอย่างไรอันสนใจคุณ ก็ทำได้ดีแล้ว
line:52f28749	If we're caught violating another policy my reputation would be in ruins!	ถ้าถูกจับได้ว่าฝ่าฝืนกฎอีก ชื่อเสียงผมจะพัง!
line:83f511d2	If ya' place the mount for me I'll have at it.	ถ้านายวางแท่นให้ ฉันจะจัดเลย
line:7ead92b1	If you could come up front so I could talk.	ช่วยมาข้างหน้าให้ผมคุยหน่อย
line:e78656aa	If you could come up to where I can see you.	ช่วยเดินมาที่ที่ผมเห็นคุณได้หน่อย
