# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Hei, anjing besar.
line:c0e34d36	You really ate that entire thing... Woah.	Kamu benar-benar memakan semuanya... Wah.
line:82cf49aa	You seemed to enjoy yourself.	Kelihatannya kamu menikmatinya.
line:ba66095e	You set a good example.	Anda memberi teladan yang baik.
line:6c2a1901	You should be all clean!	Seharusnya kamu sudah bersih semua!
line:36779352	You should be.	Memang sudah seharusnya.
line:86154a64	You should feel it and check for me	Coba pegang dan periksa untukku.
line:20503ab0	You sure? It's not like... fun stuff.	Yakin? Ini bukan... topik yang menyenangkan.
line:0a0d6bc0	You too! I'll go get the gate.	Aku juga! Aku buka gerbangnya dulu.
line:e3106999	You too. Thanks for the wash.	Aku juga. Terima kasih sudah memandikanku.
line:fc97aa74	You too. Thanks for the wash.	Aku juga. Terima kasih sudah memandikanku.
line:5e4d645c	You two are really cute together...	Kalian sangat manis bersama...
line:b76a2a43	You were really going at it.	Kamu benar-benar semangat tadi.
line:83aa1a23	You work at a college?	Anda bekerja di kampus?
line:85fa0d03	You'd need a dragon stomach first!	Kamu butuh lambung naga dulu!
line:ebd2af6b	You'll have to give me all the Ryan details soon.	Sebentar lagi kamu harus cerita semua detail tentang Ryan.
line:6c71dd83	You'll have to tell me all about it.	Kamu harus ceritakan semuanya.
line:91ab30f5	You'll have to tell me how you two work out!	Kamu harus cerita bagaimana hubungan kalian nanti!
line:ffeff59b	You'll have to tell me more inside.	Nanti di dalam kamu harus cerita lebih banyak.
line:5eb243c2	You'll like it.	Kamu akan suka.
line:6acf7c77	You'll need to let them in afterwards of course.	Tentu saja, setelah itu kamu harus membiarkannya masuk.
line:6b63d2d8	You'll take care of everything?	Anda akan mengurus semuanya?
line:f2527ed7	You're <i>spotless.	Kamu <i>bersih sempurna.
line:23ae97e6	You're a big deal	Kamu orang penting.
line:323e546b	You're a good friend too, I'll go get the gate.	Kamu juga teman baik. Aku buka gerbangnya dulu.
line:44e97be7	You're always welcome here, Ryan.	Kamu selalu diterima di sini, Ryan.
line:09e5bf43	You're cute by the way.	Omong-omong, kamu imut.
line:277d8257	You're fine. Thank you.	Kamu tidak salah. Makasih.
line:8c269acb	You're going to love it.	Kamu pasti akan suka.
line:173782fa	You're good at it.	Anda pandai melakukannya.
line:1dca8fa0	You're just a very comfortable person to be around.	Hanya saja, berada di dekatmu terasa sangat nyaman.
line:42124159	You're just a very comfortable person to be around.	Hanya saja, berada di dekatmu terasa sangat nyaman.
line:d3b6d22a	You're kind. It's more than I deserve.	Kamu baik. Lebih baik daripada yang pantas kudapatkan.
line:ca72bf2d	You're okay. You're clearly going through a lot.	Tidak apa-apa. Jelas kamu sedang menghadapi banyak masalah.
line:68887509	You're one of my favorite clients!	Kamu salah satu pelanggan favoritku!
line:c4cc497f	You're pretty hot.	Kamu cukup seksi.
line:b6603dc7	You're right. I shouldn't pry.	Kamu benar. Aku tidak seharusnya ikut campur.
line:31ab814e	You're right... Theres no way you could.	Kamu benar... Mana mungkin kamu bisa menjawabnya.
line:470cd652	You're the first person I've met who's only expectation is for me to be...	Anda orang pertama yang saya temui yang hanya berharap saya menjadi...
line:f718a7eb	You're the professor here. Must be correct.	Anda profesornya. Pasti benar.
line:15f55959	You're very sweet.	Kamu baik sekali.
line:bc6cc4d2	You're very sweet.	Anda baik sekali.
line:6289a322	You're very welcome.	Sama-sama.
line:39ddd682	You're...	Anda...
line:6e94f373	You're... cool.	Kamu... keren.
line:61c96494	You're... Not that dirty.	Anda... tidak sekotor itu.
line:8bab3246	You're... very forward.	Kamu... sangat terus terang.
line:3bbab759	You've gotta keep me updated on you and Ryan, yeah?	Kamu harus terus cerita kabar hubunganmu dengan Ryan, ya?
line:a5a8a9d5	Your crest is cool. What is it?	Lambang Anda keren. Apa itu?
line:3890b91c	Your date with Ryan.	Kencanmu dengan Ryan.
line:82109412	Your secret's safe with me.	Rahasiamu aman bersamaku.
line:ed8e7994	Yours doesn't. It's nice.	Tatapan Anda tidak. Menyenangkan.
line:016a65e8	Yuh, that's me.	Ya, itu aku.
line:38eb6d26	Yup!	Ya!
line:7ac62718	Yup. I like it.	Ya. Aku suka.
