# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	a, soweli suli o.
line:6c2a1901	You should be all clean!	mi pilin e ni: jaki sina ale li weka!
line:36779352	You should be.	sina o wile.
line:86154a64	You should feel it and check for me	sina o luka e ona li sona tawa mi
line:20503ab0	You sure? It's not like... fun stuff.	sina sona pona? ni li... musi ala.
line:0a0d6bc0	You too! I'll go get the gate.	mi kin! mi tawa open e lupa suli.
line:e3106999	You too. Thanks for the wash.	mi kin. sina pona tan telo.
line:fc97aa74	You too. Thanks for the wash.	mi kin. sina pona tan telo.
line:5e4d645c	You two are really cute together...	sina tu li suwi mute lon poka...
line:b76a2a43	You were really going at it.	sina pali kepeken wawa mute.
line:83aa1a23	You work at a college?	sina pali lon tomo sona suli?
line:85fa0d03	You'd need a dragon stomach first!	nanpa wan la, sina wile e insa moku akesi!
line:ebd2af6b	You'll have to give me all the Ryan details soon.	tenpo kama poka la, o toki tawa mi e ale pi jan Wajan.
line:6c71dd83	You'll have to tell me all about it.	o toki e ona ale tawa mi.
line:91ab30f5	You'll have to tell me how you two work out!	o toki tawa mi e kama pi olin sina tu!
line:ffeff59b	You'll have to tell me more inside.	mi lon insa la, o toki e sona sin tawa mi.
line:5eb243c2	You'll like it.	ona li pona tawa sina.
line:6acf7c77	You'll need to let them in afterwards of course.	ni li pini la o pana e ken pi kama insa tawa ona.
line:6b63d2d8	You'll take care of everything?	sina awen pona e ale anu seme?
line:f2527ed7	You're <i>spotless.	sina jo e jaki <i>ala a.
line:23ae97e6	You're a big deal	sina jan suli
line:323e546b	You're a good friend too, I'll go get the gate.	sina kin li jan pona pona. mi tawa open e lupa suli.
line:44e97be7	You're always welcome here, Ryan.	jan Wajan o, sina ken kama pona lon tenpo ale.
line:09e5bf43	You're cute by the way.	a, sina suwi lukin.
line:277d8257	You're fine. Thank you.	sina pona. sina pona tawa mi.
line:8c269acb	You're going to love it.	ni li pona mute tawa sina.
line:173782fa	You're good at it.	sina pali pona e ona.
line:1dca8fa0	You're just a very comfortable person to be around.	taso lon poka sina la mi pilin pona mute.
line:42124159	You're just a very comfortable person to be around.	taso lon poka sina la mi pilin pona mute.
line:d3b6d22a	You're kind. It's more than I deserve.	sina pona. pona ni li suli tawa pali mi.
line:ca72bf2d	You're okay. You're clearly going through a lot.	sina ken. mi sona: ijo ike mute li lon sina.
line:68887509	You're one of my favorite clients!	sina jan esun pi pona suli tawa mi!
line:c4cc497f	You're pretty hot.	sina pana e wile unpa.
line:b6603dc7	You're right. I shouldn't pry.	sina lon. mi o lukin ala e insa sina.
line:31ab814e	You're right... Theres no way you could.	sina toki lon... sina ken sona ala.
line:470cd652	You're the first person I've met who's only expectation is for me to be...	jan ante ala li sama sina. sina wile taso e ni: mi o awen...
line:f718a7eb	You're the professor here. Must be correct.	sina jan pana sona suli. ni la sina lon.
line:15f55959	You're very sweet.	sina suwi.
line:bc6cc4d2	You're very sweet.	sina suwi.
line:6289a322	You're very welcome.	pali ni li pona tawa mi.
line:39ddd682	You're...	sina...
line:6e94f373	You're... cool.	sina... pona.
line:61c96494	You're... Not that dirty.	jaki li suli ala... lon sina.
line:8bab3246	You're... very forward.	sina... toki len ala.
line:3bbab759	You've gotta keep me updated on you and Ryan, yeah?	o awen toki tawa mi e sina e jan Wajan, lon?
line:a5a8a9d5	Your crest is cool. What is it?	sitelen kulupu sina li pona. ona li seme?
line:3890b91c	Your date with Ryan.	tenpo olin sina lon poka pi jan Wajan.
line:82109412	Your secret's safe with me.	mi awen e sona len sina.
line:ed8e7994	Yours doesn't. It's nice.	lukin sina li sama ala ni. ni li pona.
line:016a65e8	Yuh, that's me.	lon, ni li mi.
line:38eb6d26	Yup!	lon!
line:7ac62718	Yup. I like it.	lon. ni li pona tawa mi.
