# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Chào chó bự.
line:54c44240	Yeah, you're right.	Ừ, cậu nói đúng.
line:bb1827c7	Yeah- Though only if you want!	Ừ, nhưng chỉ khi cậu muốn!
line:7311dc01	Yeah.	Ừ.
line:95e2f7cc	Yeah.	Ừ.
line:9fd5b834	Yeah. <size=90%>Oh- <size=80%>you know. I'm like... <size=70%>Haha. Yeah. Mhm!	Ừ. <size=90%>Ồ... <size=80%>Cậu biết đấy, tôi kiểu... <size=70%>Haha. Ừ. Ừm!
line:a28a70c6	Yeah. At least I got to meet you because of it.	Ừ. Ít nhất nhờ thế mà tôi gặp cậu.
line:e5937e30	Yeah. I like fish!	Ừ. Tôi thích cá!
line:0372e0d1	Yeah. It wasn't too expensive.	Ừ. Cũng không đắt lắm.
line:6804839d	Yeah. It's hard to unwind groups after something like that.	Ừ. Sau chuyện như thế, khó gỡ các mối quan hệ chung ra.
line:6e0e4e11	Yeah. You two will be cute.	Ừ. Hai người sẽ dễ thương lắm.
line:616121a9	Yeah...	Ừ...
line:f244d080	Yeah... He's really great.	Ừ... Cậu ấy tuyệt lắm.
line:5bab2df8	Yeah... I've never gone on a date with a kobold before.	Ừ... Tôi chưa từng hẹn hò với kobold.
line:8eeb7e28	Yeah... It really isn't.	Ừ... Thật sự không dễ.
line:039a0c83	Yeah?	Ừ?
line:2fb3fe55	Yeah?	Ừ?
line:92bd78f3	Yeah?	Ừ?
line:3690a3eb	Yeah? I don't even see a mount.	Thật à? Tôi còn chẳng thấy giá giao phối đâu.
line:ea2adb20	Yeah? tell me about it!	Thật à? Kể tôi nghe!
line:78eccd9b	Yellow lime.	Vị chanh xanh nhưng vỏ vàng.
line:5fd7bc69	Yep!	Ừ!
line:b6c878fa	Yep!	Có chứ!
line:fcff76d4	Yep! I'll get the gate.	Ừ! Tôi mở cổng.
line:3cdcbd4a	Yes	Được chứ.
line:991dc643	Yes	Có
line:e535cacb	Yes	Có
line:fb4265f7	Yes	Được chứ.
line:4ab6c5a9	yes	có
line:db98be35	Yes right this way.	Có, ngay lối này.
line:52010e35	YES!	ĐƯỢC!
line:c4310942	Yes!	Được!
line:d5f94e23	Yes!	Được!
line:5592e639	Yes, welcome to Drag'N Wash!	Đúng rồi, chào mừng đến với Drag'N Wash!
line:f676b9a8	Yes, welcome to Drag'n wash!	Đúng rồi, chào mừng đến với Drag'N Wash!
line:a610ce0b	YES.	CÓ.
line:85fd5266	Yes.	Có.
line:152cb8ad	Yes. I'm in need of a clean. The situation is rather dire!	Đúng vậy. Tôi cần được làm sạch. Tình hình khá nghiêm trọng!
line:c4595dd5	Yes. It's invigorating to be so candid.	Phải. Thẳng thắn như vậy thật sảng khoái.
line:d7e50f2d	Yes..	Vâng...
line:5811655d	Yes... But I believe we need to clean the floors.	Phải... Nhưng chắc chúng ta cần lau sàn.
line:9444cdba	Yip	Chíp.
line:14d2c62f	Yip!	Chíp!
line:296ff3f4	Yip!	Chíp!
line:3d516ddb	Yip!	Chíp!
line:3e870ad0	Yip!	Chíp!
line:5544e245	Yip!	Chíp!
line:5efde4e2	Yip!	Chíp!
line:c3e1f198	Yip!	Chíp!
line:e662501c	Yip!	Chíp!
line:5e181cf4	Yip! <size=70%>(Gate)	Chíp! <size=70%>(Cổng)
line:b12a3f31	Yip! <size=70%>(idk)	Chíp! <size=70%>(Không biết.)
line:a8ee5236	Yip! <size=70%>(It's because the dormant part of your draconic mind is remembering the deep set language bridge between your kind and mine. Which carries the deep meaning and intention of kobold 'Yips' within it. This sudden understanding of yours is simply from our connection growing over time and activating that part of your mind.)	Chíp! <size=70%>(Đó là vì phần ngủ yên trong tâm trí rồng của ông đang nhớ lại cầu nối ngôn ngữ ăn sâu giữa hai loài chúng ta. Nó chứa đựng ý nghĩa và ý định sâu xa của tiếng «chíp» kobold. Việc bỗng hiểu được chỉ là do mối gắn kết của chúng ta mạnh dần theo thời gian, kích hoạt phần tâm trí đó.)
line:5935a413	Yip! <size=70%>(Yes)	Chíp! <size=70%>(Đúng)
line:f1c14f75	Yip-Man - The Final Yip	Chíp-Man: Tiếng Chíp Cuối Cùng
line:4b9046ec	Yip-Man movies are real corny...	Phim Chíp-Man sến lắm...
line:3d6b2203	You again?	Lại cậu à?
line:81416c72	You already are, whats up?	Cậu vừa hỏi rồi đấy, chuyện gì nào?
line:6fbc3c1b	You also do <i>special endings</i> here, yeah?	Ở đây cũng có <i>kết thúc đặc biệt</i> nhỉ?
line:e553c773	You also introduced me to Conrad.	Cậu còn giới thiệu tôi với Conrad.
line:feb8727e	You always make me feel welcomed.	Cậu luôn khiến tôi thấy được chào đón.
line:563d71ba	You are too!	Cậu cũng vậy!
line:4efafbb0	You are very skilled with your hands	Tay cậu khéo thật.
line:0dd63830	You brought food in?	Cậu mang đồ ăn đến à?
line:38043f6c	You can act however you like around me.	Ở bên tôi, ông cứ cư xử theo ý mình.
line:3fbd01fb	You can come in whenever!	Anh ghé lúc nào cũng được!
line:0eb37f1a	You can stay here if you want.	Cậu có thể ở lại nếu muốn.
line:ecc04e16	You decide!	Cậu quyết định đi!
line:19698f13	You didn't even open the watermelon.	Cậu còn chẳng bổ quả dưa hấu.
line:7e8c1ae2	You do know how to use your hands pretty well.	Cậu dùng tay khá giỏi mà.
line:7023b6b4	You don't deserve that.	Cậu không đáng bị vậy.
line:c0cc0f2d	You got a medkit?	Có hộp sơ cứu không?
line:c2b3c28a	you know about getting back into the dating scene...	Về chuyện quay lại hẹn hò ấy...
line:512df07c	You know what that means.	Cậu biết thế nghĩa là gì.
line:e613cbe3	You know what that means...	Cậu biết thế nghĩa là gì...
line:73e4789c	You know... This environment is rather pleasant. Very... proletarian.	Cậu biết không... Không gian này khá dễ chịu. Rất... vô sản.
line:404b17ef	You look good this clean!	Anh sạch thế này trông đẹp thật!
line:780c151c	You needn't worry. The washer's union is... More powerful than I.	Không cần lo. Công đoàn người tắm rửa... có thế lực hơn tôi.
line:3fab049a	You probably shouldn't.	Chắc cậu không nên thử.
line:0bc044da	You ready for this?	Cậu sẵn sàng chưa?
line:f0a0565a	You ready to go back in to the club?	Sẵn sàng quay vào câu lạc bộ chưa?
line:c0e34d36	You really ate that entire thing... Woah.	Cậu ăn hết cả cái thật... Oa.
line:82cf49aa	You seemed to enjoy yourself.	Có vẻ anh thích lắm.
line:ba66095e	You set a good example.	Ông là tấm gương tốt.
line:6c2a1901	You should be all clean!	Chắc anh sạch hết rồi!
line:36779352	You should be.	Phải thế chứ.
line:86154a64	You should feel it and check for me	Cậu nên sờ kiểm tra cho tôi.
line:20503ab0	You sure? It's not like... fun stuff.	Cậu chắc chứ? Đâu phải... chuyện vui gì.
line:0a0d6bc0	You too! I'll go get the gate.	Tôi cũng vậy! Tôi mở cổng.
line:e3106999	You too. Thanks for the wash.	Tôi cũng thế. Cảm ơn đã tắm cho tôi.
line:fc97aa74	You too. Thanks for the wash.	Tôi cũng thế. Cảm ơn đã tắm cho tôi.
line:5e4d645c	You two are really cute together...	Hai người bên nhau dễ thương lắm...
line:b76a2a43	You were really going at it.	Anh hăng thật đấy.
line:83aa1a23	You work at a college?	Ông làm ở trường cao đẳng à?
line:85fa0d03	You'd need a dragon stomach first!	Phải có dạ dày rồng trước đã!
line:ebd2af6b	You'll have to give me all the Ryan details soon.	Anh phải sớm kể mọi chi tiết về Ryan cho tôi.
line:6c71dd83	You'll have to tell me all about it.	Anh phải kể hết cho tôi đấy.
line:91ab30f5	You'll have to tell me how you two work out!	Nhớ kể tôi chuyện hai người tiến triển nhé!
line:ffeff59b	You'll have to tell me more inside.	Khi tôi vào trong rồi, cậu kể thêm nhé.
line:5eb243c2	You'll like it.	Cậu sẽ thích.
line:6acf7c77	You'll need to let them in afterwards of course.	Sau đó tất nhiên phải cho khách vào.
line:6b63d2d8	You'll take care of everything?	Cậu sẽ lo mọi thứ chứ?
line:f2527ed7	You're <i>spotless.	Anh <i>sạch không tì vết.
line:23ae97e6	You're a big deal	Cậu mới là người quan trọng.
line:323e546b	You're a good friend too, I'll go get the gate.	Cậu cũng là bạn tốt, tôi mở cổng.
line:44e97be7	You're always welcome here, Ryan.	Cậu luôn được chào đón ở đây, Ryan.
line:09e5bf43	You're cute by the way.	Mà cậu dễ thương lắm.
line:277d8257	You're fine. Thank you.	Không sao đâu. Cảm ơn.
line:8c269acb	You're going to love it.	Cậu sẽ mê lắm.
line:173782fa	You're good at it.	Cậu làm giỏi lắm.
line:1dca8fa0	You're just a very comfortable person to be around.	Chỉ là ở bên cậu rất dễ chịu.
line:42124159	You're just a very comfortable person to be around.	Chỉ là ở bên cậu rất dễ chịu.
line:d3b6d22a	You're kind. It's more than I deserve.	Cậu tốt quá. Tôi không xứng đáng được thế.
line:ca72bf2d	You're okay. You're clearly going through a lot.	Không sao. Rõ ràng anh đang phải chịu nhiều chuyện.
line:68887509	You're one of my favorite clients!	Cậu là một trong những vị khách tôi thích nhất!
line:c4cc497f	You're pretty hot.	Cậu khá hấp dẫn.
line:b6603dc7	You're right. I shouldn't pry.	Cậu nói đúng. Tôi không nên tọc mạch.
line:31ab814e	You're right... Theres no way you could.	Cậu nói đúng... Cậu đâu thể trả lời được.
line:470cd652	You're the first person I've met who's only expectation is for me to be...	Cậu là người đầu tiên tôi gặp chỉ mong tôi là...
line:f718a7eb	You're the professor here. Must be correct.	Ông là giáo sư mà. Chắc đúng thôi.
line:15f55959	You're very sweet.	Cậu tốt bụng thật.
line:bc6cc4d2	You're very sweet.	Cậu tốt bụng thật.
line:6289a322	You're very welcome.	Rất sẵn lòng.
line:39ddd682	You're...	Cậu là...
line:6e94f373	You're... cool.	Cậu... tuyệt đấy.
line:61c96494	You're... Not that dirty.	Ông... đâu bẩn đến thế.
line:8bab3246	You're... very forward.	Anh... thẳng thắn thật.
line:3bbab759	You've gotta keep me updated on you and Ryan, yeah?	Nhớ kể tôi chuyện cậu với Ryan nhé?
line:a5a8a9d5	Your crest is cool. What is it?	Gia huy của ông đẹp đấy. Nó là gì?
line:3890b91c	Your date with Ryan.	Buổi hẹn của cậu với Ryan.
line:82109412	Your secret's safe with me.	Bí mật của anh an toàn với tôi.
line:ed8e7994	Yours doesn't. It's nice.	Của cậu thì không. Thật dễ chịu.
line:016a65e8	Yuh, that's me.	Ừ, tôi đây.
line:38eb6d26	Yup!	Ừ!
line:7ac62718	Yup. I like it.	Ừ. Tôi thích thế.
