# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Hej, granda hundo.
line:feb8727e	You always make me feel welcomed.	Vi ĉiam sentigas min bonvena.
line:563d71ba	You are too!	Ankaŭ vi!
line:4efafbb0	You are very skilled with your hands	Vi estas tre lerta per viaj manoj.
line:0dd63830	You brought food in?	Ĉu vi alportis manĝaĵon?
line:38043f6c	You can act however you like around me.	Ĉe mi vi povas agi laŭplaĉe.
line:3fbd01fb	You can come in whenever!	Vi povas veni iam ajn!
line:0eb37f1a	You can stay here if you want.	Vi povas resti ĉi tie se vi volas.
line:ecc04e16	You decide!	Vi decidu!
line:19698f13	You didn't even open the watermelon.	Vi eĉ ne malfermis la akvomelonon.
line:7e8c1ae2	You do know how to use your hands pretty well.	Vi ja scias bone uzi viajn manojn.
line:7023b6b4	You don't deserve that.	Vi ne meritas tion.
line:c0cc0f2d	You got a medkit?	Ĉu vi havas sukurkeston?
line:c2b3c28a	you know about getting back into the dating scene...	vi scias, pri denove serĉi amon...
line:512df07c	You know what that means.	Vi scias, kion tio signifas.
line:e613cbe3	You know what that means...	Vi scias, kion tio signifas...
line:73e4789c	You know... This environment is rather pleasant. Very... proletarian.	Ĉu vi scias... Ĉi tiu medio estas sufiĉe agrabla. Tre... proletara.
line:404b17ef	You look good this clean!	Vi aspektas bone tiel pura!
line:780c151c	You needn't worry. The washer's union is... More powerful than I.	Ne zorgu. La sindikato de lavistoj estas... Pli potenca ol mi.
line:3fab049a	You probably shouldn't.	Vi verŝajne ne devus.
line:0bc044da	You ready for this?	Ĉu vi pretas por tio?
line:f0a0565a	You ready to go back in to the club?	Ĉu vi pretas reiri en la klubon?
line:c0e34d36	You really ate that entire thing... Woah.	Vi vere manĝis la tuton... Ho ve.
line:82cf49aa	You seemed to enjoy yourself.	Ŝajnis, ke vi ĝuis vin.
line:ba66095e	You set a good example.	Vi donas bonan ekzemplon.
line:6c2a1901	You should be all clean!	Vi devus esti tute pura!
line:36779352	You should be.	Vi prave antaŭĝojas.
line:86154a64	You should feel it and check for me	Tuŝu ĝin kaj kontrolu por mi.
line:20503ab0	You sure? It's not like... fun stuff.	Ĉu vi certas? Ne estas... amuza temo.
line:0a0d6bc0	You too! I'll go get the gate.	Ankaŭ mi! Mi malfermos la pordegon.
line:e3106999	You too. Thanks for the wash.	Ankaŭ vin. Dankon pro la lavado.
line:fc97aa74	You too. Thanks for the wash.	Ankaŭ vin. Dankon pro la lavado.
line:5e4d645c	You two are really cute together...	Vi estas vere ĉarmaj kune...
line:b76a2a43	You were really going at it.	Vi vere energie agadis.
line:83aa1a23	You work at a college?	Ĉu vi laboras en altlernejo?
line:85fa0d03	You'd need a dragon stomach first!	Vi unue bezonus drakan stomakon!
line:ebd2af6b	You'll have to give me all the Ryan details soon.	Vi devos baldaŭ doni ĉiujn detalojn pri Rajano.
line:6c71dd83	You'll have to tell me all about it.	Vi devos rakonti ĉion.
line:91ab30f5	You'll have to tell me how you two work out!	Vi devos rakonti, kiel via rilato progresas!
line:ffeff59b	You'll have to tell me more inside.	Vi devos rakonti pli interne.
line:5eb243c2	You'll like it.	Vi ŝatos ĝin.
line:6acf7c77	You'll need to let them in afterwards of course.	Poste vi kompreneble devos enlasi lin.
line:6b63d2d8	You'll take care of everything?	Ĉu vi zorgos pri ĉio?
line:f2527ed7	You're <i>spotless.	Vi estas <i>senmakula.
line:23ae97e6	You're a big deal	Vi estas grava.
line:323e546b	You're a good friend too, I'll go get the gate.	Vi ankaŭ estas bona amiko. Mi malfermos la pordegon.
line:44e97be7	You're always welcome here, Ryan.	Vi ĉiam bonvenas ĉi tie, Rajano.
line:09e5bf43	You're cute by the way.	Cetere, vi estas ĉarma.
line:277d8257	You're fine. Thank you.	Ne zorgu. Dankon.
line:8c269acb	You're going to love it.	Vi amos ĝin.
line:173782fa	You're good at it.	Vi bone faras ĝin.
line:1dca8fa0	You're just a very comfortable person to be around.	Mi simple sentas min tre komforte apud vi.
line:42124159	You're just a very comfortable person to be around.	Mi simple sentas min tre komforte apud vi.
line:d3b6d22a	You're kind. It's more than I deserve.	Vi estas afabla. Pli ol mi meritas.
line:ca72bf2d	You're okay. You're clearly going through a lot.	Estas en ordo. Vi klare travivas multon.
line:68887509	You're one of my favorite clients!	Vi estas unu el miaj plej ŝatataj klientoj!
line:c4cc497f	You're pretty hot.	Vi estas sufiĉe seksalloga.
line:b6603dc7	You're right. I shouldn't pry.	Vi pravas. Mi ne devus trudiĝi.
line:31ab814e	You're right... Theres no way you could.	Vi pravas... Vi neniel povus scii.
line:470cd652	You're the first person I've met who's only expectation is for me to be...	Vi estas la unua persono, kiun mi renkontis, kiu nur atendas, ke mi estu...
line:f718a7eb	You're the professor here. Must be correct.	Vi estas la profesoro. Vi certe pravas.
line:15f55959	You're very sweet.	Vi estas tre dolĉa.
line:bc6cc4d2	You're very sweet.	Vi estas tre dolĉa.
line:6289a322	You're very welcome.	Estis plezuro.
line:39ddd682	You're...	Vi estas...
line:6e94f373	You're... cool.	Vi estas... mojosa.
line:61c96494	You're... Not that dirty.	Vi ne estas... tiom malpura.
line:8bab3246	You're... very forward.	Vi estas... tre rekta.
line:3bbab759	You've gotta keep me updated on you and Ryan, yeah?	Vi devas daŭre rakonti pri vi kaj Rajano, ĉu bone?
line:a5a8a9d5	Your crest is cool. What is it?	Via blazono estas bela. Kio ĝi estas?
line:3890b91c	Your date with Ryan.	Via rendevuo kun Rajano.
line:82109412	Your secret's safe with me.	Via sekreto estas sekura ĉe mi.
line:ed8e7994	Yours doesn't. It's nice.	La via ne. Estas agrable.
line:016a65e8	Yuh, that's me.	Jes, jen mi.
line:38eb6d26	Yup!	Jes!
line:7ac62718	Yup. I like it.	Jes. Mi ŝatas tion.
